list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
55946,3419,"Good communication skills, both verbal and written.","Familiarity with and utilization of department engineering design and drafting standards.Assisting in developing conceptual layouts and studies as necessary to determine the simplest, most efficient approach to solving engineering tasks.Assisting in producing estimate level preliminary designs and material take-offs.Assisting in producing detail design calculations, spreadsheets, reports, drawings, and sketches for various projects. Assisting engineers and designers in resolving routine layout and detailing problems.",,,,
56035,3426,Excellent written and verbal communication skills,Qualifications:,,,,
56063,3427,"Proven team player with excellent verbal, written communication/presentation, and interpersonal skills.",,,,,
56095,3431,"Good verbal and written communication, documentation and presentation skills",Required Experience and Skills:,,,,
56114,3432,Must have strong oral and written communication skills.,Desired Minimum Qualifications:,,,,
56170,3436,Clear verbal and written communications.,Skills & Qualifications,,,,
56175,3437,Strong verbal and written communication skills,,,,,
56191,3439,"Prepare charts, graphs, sketches, diagrams, flow charts, and compile and record engineering data to clarify material handling, machine utilization, design details, or functional criteria. Write technical reports and submit findings.",Qualifications,,,,
56236,3443,"Excellent interpersonal, written, and oral communication skills",Education/Experience:,,,,
56271,3446,"Strong interpersonal, listening, questioning and communication skills (written and oral).",Requirements:,,,,
56302,3448,Written Communication - Writes clearly and informatively; Edits work for spelling and grammar; Varies writing style to meet needs; Presents numerical data effectively; Able to read and interpret written information.,Basic Core Competencies,,,,
56328,3449,Strong verbal and written communication skills to effectively present findings and make recommendations.,Knowledge & Skill Requirements:,,,,
56335,3450,"Excellent leadership, communication (written and verbal) and interpersonal skills",Ability to work creatively and analytically in a problem-solving environment,,,,
56353,3452,Excellent written and verbal communications skills,Soft Skills:,,,,
56383,3454,"Requires excellent written and oral communication skills, the ability to understand and follow complex, detailed instructions, and the ability to work both independently and in a team environment.",Preferred Qualififcaitons:,,,,
56410,3456,You must have proven problem-solving ability and will need to be able to speak and write in English fluently.,Qualifications:,,,,
56427,3458,"Strong written, verbal, and interpersonal communication skills.",Skills and Abilities,,,,
56462,3461,Ability to communicate clearly in spoken and written form.,Preferred Qualifications:,,,,
56485,3463,Strong written and oral communication competency.,Required,,,,
56512,3464,"Prepare charts, graphs, sketches, diagrams, flow charts, and compile and record engineering data to clarify material handling, machine utilization, design details, or functional criteria. Write technical reports and submit findings.","Adapting information learned in the engineering environment to visualization and 3D analysis is a plus, our Norcross facility includes computation analysis tools and a VR laboratory that may be used in concert to develop novel tools for engineering visualization and analysis",,,,
56525,3465,"Strong verbal, written communication and mathematic skills.",,,,,
56541,3466,"Strong interpersonal and communications skills, both verbal and written.",Required Education and Experience,,,,
56562,3467,Good oral and written communication skills.,,,,,
56568,3467,"Excellent verbal, written and interpersonal communication skills for effective interface with all contacts.",,,,,
56599,3469,Has excellent verbal and written communication skills,Minimum Requirements,,,,
56674,3475,Excellent written and verbal communication skills,What you have:,,,,
